Cat #,Suffix,SITE,Period,Form,FormAssessment,Shape,Group,RimDiameter,MunsellPaste,PasteColor,Pocking,HCL,TemperReg,Temper%,Firing,Surface,Design,WallThick,Freq,Weight,Volume,Comments,Assessment,CeramicForm,MunsellSlipColor,Slip,RimShape,Sherds,Page,LevelStratum,Year,Episode
13042,S,28121,LC,71,1,679,BG1,14,10YR7/4,very pale brown,0,1,1,1,2,10,0,48,1,13.7,0.41,,,,,,,,,,,
13042,T,28121,LC,71,1,665,,28,7.5YR6/6,reddish yellow,0,1,1,1,2,12,0,79,1,13.7,0.41,,,,,,,,,,,
13042,U,28121,LC,72,2,1313,PG4,40,10YR6/3,pale brown,0,1,1,1,1,12,0,66,1,13.7,0.41,,,,,,,,,,,
13042,W,28121,LC,71,1,1004,,30,7.5YR5/3,brown,0,2,1,1,2,11,0,87,1,13.7,0.41,,,,,,,,,,,
13042,X,28121,LC,72,1,1309,PG2,23,10YR6/3,pale brown,0,0,1,1,2,13,0,64,1,13.7,0.41,,,,,,,,,,,
13042,Y,28121,LC,72,1,1006,BG2,30,10YR6/4,light yellowish brown,0,0,1,0,2,11,0,51,1,13.7,0.41,Changed 1304(?) to 13042 1/7/11 JBP,,,,,,,,,,
13043,A,28121,LC,40,1,246,JG3,22,7.5YR4/4,brown,1,0,1,1,1,11,0,112,1,7.3,0.155,,,,,,,,,,,
13043,B,28121,LC,74,1,55,,,7.5YR6/3,light brown,0,1,1,1,2,11,0,59,1,7.3,0.155,,,,,,,,,,,
13044,B,28121,,41,1,246,JG3,34,7.5YR6/2,pinkish red,1,3,1,1,2,11,0,91,1,20.6,0.2,,,,,,,,,,,
13044,C,28121,LC,51,1,272,JG3,50,10YR6/3,pale brown,2,3,1,2,1,11,0,92,1,20.6,0.2,,,,,,,,,,,
13044,E,28121,LC,72,1,1308,PG2,36,10YR5/3,brown,0,0,1,1,2,11,0,57,1,20.6,0.2,,,,,,,,,,,
13044,F,28121,LC,71,1,1307,PG1,32,5YR6/4,light reddish brown,0,1,1,1,2,11,11,74,1,20.6,0.2,,,,,,,,,,,
13044,G,28121,,71,1,99,,30,7.5YR4/2,brown,1,3,1,2,2,11,0,58,1,20.6,0.2,Unknown,,,,,,,,,,
13044,H,28121,LC,53,1,53,,,7.5YR6/4,light brown,0,1,1,1,2,11,0,74,1,20.6,0.2,,,,,,,,,,,
13045,A,28121,LC,40,1,280,,28,10YR3/1,very dark grey,2,1,1,1,1,11,0,72,1,15.5,0.33,,,,,,,,,,,
13045,B,28121,LC,40,1,259,JG2,28,10YR3/1,very dark grey,2,1,1,1,1,11,0,72,1,15.5,0.33,,,,,,,,,,,
13045,C,28121,LC,33,1,241,,10,5YR4/6,red,0,1,1,1,2,12,0,53,1,15.5,0.33,,,,,,,,,,,
13045,D,28121,LC,71,1,816,,24,7.5YR6/4,light brown,0,1,1,1,2,13,0,50,1,15.5,0.33,,,,,,,,,,,
13045,E,28121,,71,1,639,,34,5YR5/6,red,0,0,1,1,2,12,0,77,1,15.5,0.33,,,,,,,,,,,
13045,F,28121,EC,33,2,226,,18,10YR4/3,brown,1,1,1,1,1,12,0,59,1,15.5,0.33,,,,,,,,,,,
13045,G,28121,LC,72,1,1357,,30,7.5YR5/3,brown,2,1,1,1,2,13,0,94,1,15.5,0.33,,,,,,,,,,,
16464,A,272145,LC,78,1,1014,BG2,40,10YR6/3,pale brown,0,1,1,1,1,13,13,90,1,12.1,0.248,,,,,,,,,,,
13001,A,28121,LC,71,1,807,BG4,28,7.5YR6/4,light brown,0,1,1,1,2,12,13,58,1,12.1,0.248,,,,,,,,,,,
13004,B,28121,,53,1,55,,,10YR6/4,light yellowish brown,0,0,1,1,2,13,15,53,1,32,0.17,,,,,,,,,,,
13004,C,28121,,53,1,53,,,7.5YR6/4,light brown,0,0,1,1,2,13,0,54,1,32,0.17,,,,,,,,,,,
13005,A,28121,,71,1,638,,26,5YR6/4,light reddish brown,0,0,1,1,2,12,11,58,1,7.5,0.39,,,,,,,,,,,
13005,B,28121,LC,72,1,1313,PG4,36,7.5YR6/4,light brown,0,1,1,1,2,13,11,100,1,7.5,0.39,,,,,,,,,,,
13006,A,28121,LC,40,1,261,,42,10YR3/1,very dark grey,1,0,2,1,1,11,0,128,1,10,0.4,,,,,,,,,,,
13006,B,28121,PC,31,1,234,JG1,20,2.5YR4/6,red,0,0,1,1,2,11,0,76,1,10,0.4,,,,,,,,,,,
13006,C,28121,LC,72,1,1305,,38,7.5YR7/6,reddish yellow,0,0,1,1,2,12,11,68,1,10,0.4,,,,,,,,,,,
13006,E,28121,LC,71,1,806,BG1,14,7.5YR6/4,light brown,0,0,1,1,1,12,0,26,1,10,0.4,,,,,,,,,,,
13007,B,28121,LC,71,1,803,BG1,40,7.5YR6/4,light brown,3,1,1,2,1,11,0,86,1,13.8,0.24,,,,,,,,,,,
13007,C,28121,,53,1,53,,,7.5YR6/4,light brown,0,1,1,1,2,12,0,65,1,13.8,0.24,,,,,,,,,,,
13009,A,28121,TC,40,1,265,,30,10YR5/4,yellowish brown,1,3,1,2,1,11,0,92,1,11,0.572,,,,,,,,,,,
13009,B,28121,EC,41,1,219,,24,10YR5/3,brown,1,3,1,2,1,11,0,81,1,11,0.572,,,,,,,,,,,
13009,D,28121,TC,71,1,802,,38,7.5YR5/3,brown,1,1,1,1,2,13,0,77,1,11,0.572,2 glued pieces,,,,,,,,,,
13009,G,28121,PC,71,1,1017,,25,10YR5/2,grayish brown,0,1,1,1,2,11,0,68,1,11,0.572,,,,,,,,,,,
13009,H,28121,LC,72,1,1305,,34,7.5YR6/4,light brown,0,1,1,1,2,12,0,58,1,11,0.572,,,,,,,,,,,
13009,I,28121,LC,53,1,53,,,5YR6/4,light reddish brown,0,0,1,1,2,11,0,57,1,11,0.572,,,,,,,,,,,
13009,J,28121,,53,1,52,,,10YR6/2,light brownish gray,0,0,1,1,2,11,0,67,1,11,0.572,,,,,,,,,,,
13009,K,28121,,53,1,53,,,10YR5/2,grayish brown,0,1,1,1,2,12,0,72,1,11,0.572,,,,,,,,,,,
13009,L,28121,LC,53,1,54,,,10YR6/3,pale brown,0,0,1,1,2,12,15,65,1,11,0.572,,,,,,,,,,,
13010,A,28121,LC,40,1,247,JG4,25,10YR5/4,yellowish brown,0,1,1,1,1,11,0,103,1,7,0.4,,,,,,,,,,,
13010,B,28121,LC,71,1,679,BG1,26,5YR5/4,reddish brown,2,0,2,1,1,11,0,57,1,7,0.4,,,,,,,,,,,
13010,C,28121,LC,71,1,631,,24,10YR7/2,light gray,0,1,1,1,2,12,0,46,1,7,0.4,,,,,,,,,,,
13010,D,28121,LC,72,2,806,BG1,30,10YR6/2,light brownish gray,0,1,1,1,2,12,0,59,1,7,0.4,,,,,,,,,,,
13010,E,28121,,53,1,52,,,7.5YR5/3,brown,0,1,1,2,1,13,0,57,1,7,0.4,,,,,,,,,,,
13010,F,28121,,53,1,53,,,5YR5/4,reddish brown,2,0,1,2,1,11,0,52,1,7,0.4,,,,,,,,,,,
13011,A,28121,,51,1,51,,,7.5YR6/3,light brown,0,0,1,1,1,11,0,50,1,4.1,0.1725,,,,,,,,,,,
13012,B,28121,LC,30,1,237,JG1,20,10YR3/1,very dark grey,2,3,1,2,1,11,0,70,1,7.8,0.185,,,,,,,,,,,
13012,C,28121,,53,1,53,,,10YR6/4,light yellowish brown,0,0,1,1,2,12,0,68,1,7.8,0.185,,,,,,,,,,,
13012,D,28121,,53,1,53,,,10YR6/2,light brownish gray,0,1,1,1,2,12,0,71,1,7.8,0.185,,,,,,,,,,,
13012,E,28121,LC,12,2,10,,,7.5YR5/4,brown,0,0,1,1,2,13,0,44,1,7.8,0.185,,,,,,,,,,,
13013,A,28121,LC,71,1,602,,34,5YR6/4,light reddish brown,0,1,1,1,2,12,0,67,1,9.4,0.38,,,,,,,,,,,
13013,C,28121,PC,71,1,830,,32,10YR3/2,very dark grayish brown,1,0,1,1,1,11,0,56,1,9.4,0.38,,,,,,,,,,,
13013,D,28121,PC,34,1,1216,,38,2.5YR4/4,reddish brown,2,0,2,1,1,11,0,144,1,9.4,0.38,,,,,,,,,,,
13013,E,28121,TC,53,1,55,,,10YR6/3,pale brown,0,0,1,1,2,13,0,67,1,9.4,0.38,,,,,,,,,,,
13014,A,28121,PC,40,1,276,,28,10YR5/4,yellowish brown,1,0,1,1,2,11,0,85,1,23.8,0.34,,,,,,,,,,,
13014,B,28121,LC,40,1,322,JG3,24,10YR3/1,very dark grey,2,1,1,2,2,11,0,72,1,23.8,0.34,,,,,,,,,,,
13014,C,28121,LC,41,1,233,JG1,24,5YR5/4,reddish brown,2,3,1,2,1,11,0,65,1,23.8,0.34,,,,,,,,,,,
13014,D,28121,LC,30,1,327,,20,10YR4/2,dark grayish brown,1,3,1,1,2,11,0,73,1,23.8,0.34,,,,,,,,,,,
13014,E,28121,LC,31,1,246,JG3,20,10YR2/1,black,1,2,1,1,1,11,0,42,1,23.8,0.34,,,,,,,,,,,
13014,F,28121,LC,71,1,808,BG1,21,7.5YR7/4,pink,0,1,1,1,2,13,0,64,1,23.8,0.34,,,,,,,,,,,
13014,G,28121,LC,23,1,809,BG1,28,7.5YR6/4,light brown,0,0,1,1,2,13,11,91,1,23.8,0.34,,,,,,,,,,,
13014,H,28121,LC,71,1,802,,40,10YR4/3,brown,1,1,1,1,1,13,0,63,1,23.8,0.34,,,,,,,,,,,
13014,I,28121,LC,71,1,1014,BG2,20,10YR6/2,light brownish gray,0,0,1,1,2,13,11,55,1,23.8,0.34,,,,,,,,,,,
13014,J,28121,LC,72,2,1006,BG2,40,7.5YR7/4,pink,0,1,1,1,2,12,11,70,1,23.8,0.34,,,,,,,,,,,
13014,K,28121,LC,78,1,1313,PG4,34,10YR5/4,yellowish brown,0,1,1,1,2,11,15,84,1,23.8,0.34,,,,,,,,,,,
13014,L,28121,TC,78,1,1313,PG4,25,7.5YR6/4,light brown,0,1,1,1,2,12,15,57,1,23.8,0.34,,,,,,,,,,,
13014,M,28121,LC,78,2,1028,BG2,28,7.5YR6/4,light brown,0,1,1,1,1,13,0,71,1,23.8,0.34,,,,,,,,,,,
13014,N,28121,LC,71,1,625,,22,7.5YR4/4,brown,1,1,1,1,1,11,0,70,1,23.8,0.34,,,,,,,,,,,
13014,O,28121,LC,72,1,1312,,28,7.5YR6/4,light brown,0,0,1,1,2,13,11,50,1,23.8,0.34,,,,,,,,,,,
13014,P,28121,LC,72,1,1378,,36,10YR6/4,light yellowish brown,0,0,1,1,2,13,11,74,1,23.8,0.34,,,,,,,,,,,
13014,R,28121,,53,1,51,,,7.5YR6/4,light brown,0,0,1,1,2,13,0,59,1,23.8,0.34,,,,,,,,,,,
13014,S,28121,,53,1,52,,,7.5YR6/4,light brown,0,0,1,1,2,13,0,97,1,23.8,0.34,,,,,,,,,,,
13014,T,28121,LC,53,1,55,,,7.5YR6/4,light brown,0,0,1,1,2,13,15,54,1,23.8,0.34,,,,,,,,,,,
13014,U,28121,LC,12,1,12,,,10YR6/3,pale brown,0,0,1,1,1,11,0,59,1,23.8,0.34,,,,,,,,,,,
13015,A,28121,LC,30,1,237,JG1,20,10YR4/3,brown,1,3,1,1,2,11,0,54,1,12.1,0.195,,,,,,,,,,,
13015,B,28121,LC,71,1,1032,,26,10YR4/1,dark gray,0,0,1,1,1,13,0,68,1,12.1,0.195,,,,,,,,,,,
13015,C,28121,,53,1,52,,,5YR7/6,light red,0,0,1,1,1,11,0,62,1,12.1,0.195,,,,,,,,,,,
13016,B,28121,TC,78,1,1313,PG4,38,7.5YR6/4,light brown,0,0,1,1,2,12,11,61,1,9,0.24,,,,,,,,,,,
13016,C,28121,LC,53,1,55,,,7.5YR6/4,light brown,0,1,1,1,2,11,15,68,1,9,0.24,,,,,,,,,,,
13016,D,28121,LC,51,2,51,,,7.5YR7/4,pink,0,1,1,1,1,11,0,71,1,9,0.24,,,,,,,,,,,
13016,E,28121,LC,40,1,247,JG4,34,5YR5/4,reddish brown,1,0,1,1,1,11,13,78,1,9,0.24,,,,,,,,,,,
13016,F,28121,,53,1,53,,,5YR5/4,reddish brown,0,2,1,1,2,13,0,55,1,9,0.24,,,,,,,,,,,
13016,G,28121,LC,12,2,10,,,10YR6/2,light brownish gray,0,0,1,1,1,11,0,45,1,9,0.24,,,,,,,,,,,
13016,H,28121,LC,12,2,10,,,10YR6/3,pale brown,0,0,1,0,1,11,0,27,1,9,0.24,,,,,,,,,,,
13017,A,28121,LC,40,1,231,,24,7.5YR4/3,brown,1,0,1,1,1,11,0,109,1,20.6,0.41,,,,,,,,,,,
13017,B,28121,LC,40,1,322,JG3,35,7.5YR5/4,brown,2,1,2,1,1,11,0,78,1,20.6,0.41,,,,,,,,,,,
13017,C,28121,PC,33,1,269,,20,10YR5/3,brown,1,1,1,1,2,11,0,75,1,20.6,0.41,,,,,,,,,,,
13017,E,28121,LC,53,1,5,,,10YR7/2,light gray,0,0,1,1,1,11,0,75,1,20.6,0.41,,,,,,,,,,,
13017,H,28121,LC,53,1,55,,,7.5YR6/6,reddish yellow,0,1,1,1,2,12,15,78,1,20.6,0.41,,,,,,,,,,,
13018,A,28121,LC,23,1,828,,38,10YR6/3,pale brown,2,1,1,2,2,13,0,68,1,10.5,0.24,,,,,,,,,,,
13018,B,28121,LC,71,1,808,BG1,40,5YR5/4,reddish brown,1,1,1,1,2,11,0,65,1,10.5,0.24,,,,,,,,,,,
13018,E,28121,,53,1,52,,,10YR5/3,brown,1,1,1,1,1,11,0,53,1,10.5,0.24,,,,,,,,,,,
13018,F,28121,LC,53,1,51,,,10YR6/3,pale brown,0,1,1,1,1,12,0,66,1,10.5,0.24,,,,,,,,,,,
13020,A,28121,LC,78,1,625,,30,7.5YR7/4,pink,0,1,1,1,1,11,0,60,1,19,0.1045,,,,,,,,,,,
13020,B,28121,LC,72,1,1357,,50,10YR6/2,light brownish gray,1,1,3,2,2,13,0,114,1,19,0.1045,changed 13020(?) to 13020 1/7/11 AAP,,,,,,,,,,
13020,C,28121,,51,2,51,,,7.5YR6/4,light brown,0,1,1,1,2,13,0,63,1,19,0.1045,,,,,,,,,,,
13021,A,28121,LC,40,1,250,JG3,35,10YR5/4,yellowish brown,2,0,1,1,1,11,0,100,1,10.4,0.41,,,,,,,,,,,
13021,B,28121,LC,40,1,1003,,32,7.5YR7/4,pink,0,1,1,1,1,11,0,58,1,10.4,0.41,,,,,,,,,,,
13021,C,28121,LC,71,1,1027,,24,10YR6/4,light yellowish brown,0,1,1,1,2,11,0,62,1,10.4,0.41,,,,,,,,,,,
13021,D,28121,LC,71,1,1028,BG2,32,7.5YR6/4,light brown,0,1,1,1,2,11,0,65,1,10.4,0.41,,,,,,,,,,,
13021,E,28121,LC,72,2,1307,PG1,32,7.5YR6/4,light brown,0,1,1,2,2,11,11,62,1,10.4,0.41,,,,,,,,,,,
13021,F,28121,LC,71,1,803,BG1,24,10YR6/3,pale brown,0,1,1,1,2,13,11,92,1,10.4,0.41,,,,,,,,,,,
13021,H,28121,LC,74,1,55,,,10YR6/4,light yellowish brown,0,1,1,1,2,11,0,61,1,10.4,0.41,,,,,,,,,,,
13021,I,28121,LC,2,1,107,VG2,16,10YR4/2,dark grayish brown,0,0,1,1,2,11,0,48,1,10.4,0.41,,,,,,,,,,,
13021,J,28121,,53,1,53,,,5YR5/4,reddish brown,0,0,1,1,1,11,0,66,1,10.4,0.41,,,,,,,,,,,
13023,A,28121,PC,23,1,814,,32,2.5YR5/6,red,2,2,2,2,1,11,0,129,1,6.8,0.084,,,,,,,,,,,
13023,ZB,28121,LC,53,1,55,,,7.5YR6/6,reddish yellow,0,0,1,1,2,13,15,50,1,6.8,0.084,,,,,,,,,,,
13023,C,28121,LC,72,1,1378,,35,7.5YR6/4,light brown,0,1,1,1,2,12,11,54,1,6.8,0.084,,,,,,,,,,,
13023,ZA,28121,PC,23,1,814,,32,2.5YR5/6,red,2,2,2,2,1,11,0,129,1,6.8,0.035,,,,,,,,,,,
13023,B,28121,LC,53,1,55,,,7.5YR6/6,reddish yellow,0,0,1,1,2,13,15,50,1,6.8,0.035,,,,,,,,,,,
13023,ZC,28121,LC,72,1,1378,,35,7.5YR6/4,light brown,0,1,1,1,2,12,11,54,1,6.8,0.035,,,,,,,,,,,
13025,A,28121,LC,40,1,247,JG4,30,7.5YR4/4,brown,1,0,1,1,1,12,0,118,1,6.8,0.095,,,,,,,,,,,
13030,A,28121,LC,40,1,261,,50,10YR3/1,very dark grey,1,0,1,2,2,11,0,96,1,7.3,0.35,,,,,,,,,,,
13030,B,28121,LC,40,1,308,,35,10YR4/2,dark grayish brown,3,1,2,2,1,11,0,81,1,7.3,0.35,,,,,,,,,,,
13030,C,28121,,53,1,53,,,7.5YR5/4,brown,0,1,1,1,2,11,0,56,1,7.3,0.35,,,,,,,,,,,
13040,A,28121,LC,33,1,609,,16,10YR5/3,brown,0,0,1,1,2,13,11,32,1,9.3,0.175,,,,,,,,,,,
13040,B,28121,PC,42,1,276,,26,5YR5/4,reddish brown,0,1,1,1,2,11,0,59,1,9.3,0.175,,,,,,,,,,,
13040,C,28121,LC,71,1,803,BG1,26,10YR6/3,pale brown,0,1,1,1,2,13,0,49,1,9.3,0.175,,,,,,,,,,,
13040,D,28121,LC,71,1,830,,45,7.5YR7/4,pink,0,1,1,1,2,13,0,79,1,9.3,0.175,,,,,,,,,,,
13040,E,28121,PC,71,1,803,BG1,32,5YR5/3,reddish brown,1,3,1,2,1,13,0,96,1,9.3,0.175,,,,,,,,,,,
13040,H,28121,LC,12,1,12,,,10YR6/4,light yellowish brown,0,0,1,1,1,11,0,26,1,9.3,0.175,,,,,,,,,,,
13042,A,28121,LC,41,1,315,,30,7.5YR5/3,brown,2,3,1,3,2,11,0,104,1,13.7,0.41,,,,,,,,,,,
13042,AA,28121,LC,72,1,1006,BG2,32,7.5YR6/6,reddish yellow,0,0,1,1,2,13,11,52,1,13.7,0.41,,,,,,,,,,,
13042,AC,28121,LC,22,1,807,BG4,21,10YR6/4,light yellowish brown,0,0,1,0,2,13,11,45,1,13.7,0.41,,,,,,,,,,,
13042,ZAD,28121,,73,1,54,,,7.5YR5/4,brown,0,3,1,1,2,11,0,70,1,13.7,0.41,,,,,,,,,,,
13042,AE,28121,LC,23,1,840,,26,10YR4/1,dark gray,0,1,1,1,2,13,11,54,1,13.7,0.41,,,,,,,,,,,
13042,AF,28121,,53,1,53,,,10YR7/2,light gray,0,2,1,1,1,12,0,74,1,13.7,0.41,,,,,,,,,,,
13042,AH,28121,,12,1,12,,,2.5YR5/6,red,0,0,1,0,2,11,0,38,1,13.7,0.41,,,,,,,,,,,
13042,B,28121,LC,41,1,1396,,25,10YR6/4,light yellowish brown,2,0,1,1,1,11,0,96,1,13.7,0.41,,,,,,,,,,,
13042,C,28121,LC,40,1,322,JG3,25,10YR3/1,very dark grey,2,0,1,2,1,11,0,61,1,13.7,0.41,,,,,,,,,,,
13042,D,28121,LC,41,1,233,JG1,24,7.5YR4/4,brown,2,0,1,1,1,12,0,72,1,13.7,0.41,,,,,,,,,,,
13042,E,28121,TC,41,1,265,,30,7.5YR6/4,light brown,0,3,1,2,1,12,13,99,1,13.7,0.41,,,,,,,,,,,
13042,F,28121,LC,30,1,287,,15,10YR5/4,yellowish brown,0,0,1,1,2,11,0,64,1,13.7,0.41,changed  1304? to 13042 1/7/11 JBP,,,,,,,,,,
13042,H,28121,LC,31,1,306,JG3,20,10YR4/2,dark grayish brown,0,2,1,1,2,11,0,62,1,13.7,0.41,,,,,,,,,,,
13042,I,28121,LC,30,1,287,,12,5YR6/4,light reddish brown,0,1,1,1,2,13,0,52,1,13.7,0.41,,,,,,,,,,,
13042,J,28121,LC,33,1,1028,BG2,20,10YR6/3,pale brown,0,3,1,1,2,11,0,63,1,13.7,0.41,,,,,,,,,,,
13042,K,28121,LC,30,1,280,,10,10YR7/4,very pale brown,0,0,1,1,2,21,0,61,1,13.7,0.41,,,,,,,,,,,
13042,L,28121,TC,40,1,267,JG4,22,10YR6/3,pale brown,0,3,1,1,2,11,0,69,1,13.7,0.41,,,,,,,,,,,
13042,M,28121,LC,33,1,306,JG3,20,10YR3/1,very dark grey,0,3,1,2,2,11,0,72,1,13.7,0.41,,,,,,,,,,,
13042,N,28121,LC,31,1,306,JG3,20,10YR3/1,very dark grey,1,2,1,2,2,11,0,84,1,13.7,0.41,,,,,,,,,,,
13042,P,28121,LC,40,2,1029,,30,5YR6/6,light red,0,1,1,1,1,13,0,68,1,13.7,0.41,,,,,,,,,,,
13042,Q,28121,LC,78,1,1028,BG2,28,7.5YR6/4,light brown,0,1,1,1,2,14,11,67,1,13.7,0.41,,,,,,,,,,,
13042,R,28121,PC,71,1,604,,32,10YR5/3,brown,0,2,1,2,1,13,0,76,1,13.7,0.41,,,,,,,,,,,
13045,H,28121,LC,72,1,1307,PG1,34,7.5YR6/4,light brown,0,0,1,1,2,13,11,69,1,15.5,0.33,,,,,,,,,,,
13045,I,28121,LC,72,1,618,BG4,28,7.5YR7/2,pinkish gray,0,0,1,1,1,13,0,62,1,15.5,0.33,,,,,,,,,,,
13045,J,28121,LC,53,1,54,,,7.5YR6/4,light brown,0,1,1,1,2,13,0,56,1,15.5,0.33,,,,,,,,,,,
13045,K,28121,,53,1,53,,,7.5YR7/4,pink,1,0,1,1,2,11,0,60,1,15.5,0.33,,,,,,,,,,,
13045,L,28121,,53,1,53,,,10YR5/4,yellowish brown,2,0,2,2,1,11,0,110,1,15.5,0.33,,,,,,,,,,,
13045,O,28121,,12,2,10,,,7.5YR6/6,reddish yellow,0,0,1,1,2,11,0,45,1,15.5,0.33,,,,,,,,,,,
13046,A,28121,LC,30,1,280,,20,7.5YR2/0,,2,1,1,1,1,11,0,70,1,16.9,0.39,,,,,,,,,,,
13046,AAA,28121,,97,1,80,,,5YR5/8,yellowish red,2,0,1,1,0,11,0,41,1,16.9,0.39,,,,,,,,,,,
13046,B,28121,LC,30,1,233,JG1,20,10YR2/1,black,2,0,1,1,1,11,0,63,1,16.9,0.39,,,,,,,,,,,
13046,BB,28121,LC,71,1,809,BG1,34,7.5YR6/6,reddish yellow,0,1,1,1,1,13,0,54,1,16.9,0.39,,,,,,,,,,,
13046,D,28121,,71,1,835,,40,5YR6/4,light reddish brown,2,0,2,2,1,12,11,67,1,16.9,0.39,,,,,,,,,,,
13046,E,28121,LC,71,1,1031,,30,7.5YR7/4,pink,0,0,1,1,1,12,0,80,1,16.9,0.39,,,,,,,,,,,
13046,H,28121,,53,1,10,,,7.5YR6/6,reddish yellow,0,0,1,1,2,13,0,55,1,16.9,0.39,,,,,,,,,,,
13047,B,28121,,53,1,53,,,10YR6/4,light yellowish brown,2,0,1,1,2,11,0,84,1,15.5,0.105,,,,,,,,,,,
13050,A,28121,LC,53,1,54,,,7.5YR5/4,brown,0,0,1,1,2,11,15,58,1,4.5,0.2,,,,,,,,,,,
13052,A,28121,LC,10,1,10,,,10YR7/4,very pale brown,0,0,1,0,1,11,0,40,1,3.7,0.085,,,,,,,,,,,
13053,A,28121,LC,40,1,259,JG2,28,7.5YR4/4,brown,1,0,2,1,1,13,0,75,1,11.2,0.43,,,,,,,,,,,
13053,B,28121,LC,41,1,295,,26,10YR3/3,dark brown,1,0,2,1,1,11,0,94,1,11.2,0.43,,,,,,,,,,,
13053,C,28121,LC,71,1,803,BG1,42,5YR6/6,light red,0,1,1,1,2,11,0,83,1,11.2,0.43,,,,,,,,,,,
13053,E,28121,,53,1,53,,,10YR7/2,light gray,1,1,1,1,2,12,0,69,1,11.2,0.43,,,,,,,,,,,
13053,F,28121,,72,1,52,,30,7.5YR6/6,reddish yellow,0,1,1,1,2,12,0,83,1,11.2,0.43,,,,,,,,,,,
13053,G,28121,,10,1,10,,,10YR6/4,light yellowish brown,0,0,1,0,2,13,0,41,1,11.2,0.43,,,,,,,,,,,
13053,H,28121,LC,12,2,10,,,10YR6/4,light yellowish brown,0,0,1,0,2,13,0,39,1,11.2,0.43,,,,,,,,,,,
13053,I,28121,LC,10,1,10,,,10YR6/4,light yellowish brown,0,0,1,1,2,13,0,50,1,11.2,0.43,changed 1305(?)3 to 13053 1/7/11 JBP,,,,,,,,,,
13054,A,28121,,10,1,10,,,10YR6/4,light yellowish brown,0,1,1,1,2,12,11,63,1,15,0.36,,,,,,,,,,,
13054,B,28121,LC,51,2,51,,,10YR6/3,pale brown,0,1,1,1,1,11,0,61,1,15,0.36,,,,,,,,,,,
13055,A,28121,LC,72,1,1396,,28,10YR5/3,brown,0,2,1,2,0,13,0,80,1,43.2,0.02,,,,,,,,,,,
13055,D,28121,,23,1,845,,32,7.5YR6/4,light brown,2,3,1,2,1,11,0,64,1,43.2,0.02,,,,,,,,,,,
13055,E,28121,,53,1,53,,,10YR4/1,dark gray,1,2,1,2,2,11,0,66,1,43.2,0.02,,,,,,,,,,,
13059,A,28121,LC,41,1,250,JG3,26,7.5YR6/3,light brown,2,3,1,1,2,13,0,118,1,28.4,0.16,changed 13?59 to 13059 1/6/11 AAP,,,,,,,,,,
13059,B,28121,,53,2,53,,,10YR5/3,brown,1,3,1,3,1,13,0,94,1,28.4,0.16,,,,,,,,,,,
13059,C,28121,,53,1,53,,,10YR7/2,light gray,1,1,1,1,2,11,0,85,1,28.4,0.16,,,,,,,,,,,
13064,A,28121,PC,78,1,1017,,26,10R5/8,red,1,0,1,1,1,11,0,43,1,14.8,0.06,,,,,,,,,,,
13064,D,28121,LC,41,1,231,,26,10YR6/3,pale brown,2,2,1,2,1,11,0,82,1,14.8,0.06,,,,,,,,,,,
13064,E,28121,LC,71,1,1044,,26,10YR5/2,grayish brown,0,1,1,1,2,12,0,74,1,14.8,0.06,,,,,,,,,,,
13064,F,28121,LC,22,1,805,,24,7.5YR4/3,brown,1,1,1,1,1,11,0,63,1,14.8,0.06,,,,,,,,,,,
13064,H,28121,LC,72,1,1006,BG2,24,7.5YR6/6,reddish yellow,0,0,1,1,2,13,0,88,1,14.8,0.06,,,,,,,,,,,
13064,I,28121,LC,72,1,810,BG4,32,10YR6/3,pale brown,0,1,1,1,2,13,15,74,1,14.8,0.06,,,,,,,,,,,
13064,J,28121,,51,1,51,,,10YR3/3,dark brown,0,0,1,1,2,11,0,123,1,14.8,0.06,,,,,,,,,,,
13064,L,28121,,53,1,53,,,10YR6/2,light brownish gray,0,0,1,1,2,13,0,48,1,14.8,0.06,,,,,,,,,,,
13065,A,28121,TC,40,1,267,JG4,34,7.5YR5/4,brown,3,3,2,2,1,11,13,85,1,15.5,0.735,,,,,,,,,,,
13065,AA,28121,,51,1,51,,,7.5YR6/6,reddish yellow,0,0,1,1,1,11,0,44,1,15.5,0.735,,,,,,,,,,,
13065,AB,28121,LC,78,1,1313,PG4,40,7.5YR6/4,light brown,0,1,1,1,2,13,11,68,1,15.5,0.735,,,,,,,,,,,
13065,AC,28121,,53,1,53,,,10YR6/4,light yellowish brown,0,1,1,1,2,12,0,59,1,15.5,0.735,,,,,,,,,,,
13065,AD,28121,,51,1,51,,,10YR6/2,light brownish gray,0,1,1,1,2,11,0,62,1,15.5,0.735,,,,,,,,,,,
13065,AE,28121,,53,1,53,,,5YR6/4,light reddish brown,0,1,1,1,2,13,11,65,1,15.5,0.735,,,,,,,,,,,
13065,AF,28121,,10,1,10,,,10YR5/3,brown,2,0,2,2,1,11,0,68,1,15.5,0.735,,,,,,,,,,,
13065,AH,28121,LC,51,1,51,,,7.5YR6/4,light brown,0,0,1,1,1,11,0,82,1,15.5,0.735,,,,,,,,,,,
13065,AI,28121,,72,1,99,,38,7.5YR6/4,light brown,0,2,1,1,2,13,0,83,1,15.5,0.735,,,,,,,,,,,
