Cat #,Suffix,SITE,Period,Form,FormAssessment,Shape,Group,RimDiameter,MunsellPaste,PasteColor,Pocking,HCL,TemperReg,Temper%,Firing,Surface,Design,WallThick,Freq,Weight,Volume,Comments,Assessment,CeramicForm,MunsellSlipColor,Slip,RimShape,Sherds,Page,LevelStratum,Year,Episode
17256,DU,272005,,53-1,,53,,,5YR6/4,light reddish brown,0,1,1,1,2,11,15,9.0,1,,,Grooved base edge,Unknown,Base,5YR6/4,,,,-,25-01,1994,-
17256,BM,272005,,71-1,,71,,50,5YR6/4,light reddish brown,0,3,1,1,2,13,00,6.4,1,,,,Unknown,Bowl,5YR6/4,,,,-,25-01,1994,-
17256,CC,272005,,22-2,,22,,12,5YR6/4,light reddish brown,0,1,1,1,2,13,11,5.0,1,,,Line incised 3.60 cm below outside rim; vase?,Unknown,Bowl / I,5YR6/4,,,,-,25-01,1994,-
17256,CZ,272005,,72-1,,72,,34,5YR6/4,light reddish brown,1,2,1,1,1,13,11,6.7,1,,,Line incised 2.70 cm below outside rim,Unknown,Plate,5YR6/4,,,,-,25-01,1994,-
17256,CB,272005,,72-2,,72,,20,5YR6/4,light reddish brown,0,1,1,1,2,13,00,5.3,1,,,,Unknown,Plate,5YR6/4,,,,-,25-01,1994,-
17256,DR,272005,,78-1,,78,,35,5YR6/6,light red,0,0,1,1,2,13,00,6.0,1,,,,Unknown,Bowl / E,5YR6/6,,,,-,25-01,1994,-
17256,H,272005,,33-1,,33,,10,5YR6/6,light red,0,1,1,1,2,13,00,5.6,1,,,,Unknown,Jar,5YR6/6,,,,-,25-01,1994,-
17256,CQ,272005,,72-1,,72,,35,5YR6/6,light red,0,1,1,1,2,13,00,8.8,1,,,,Unknown,Plate,5YR6/6,,,,-,25-01,1994,-
17256,CV,272005,,72-1,,72,,40,5YR6/6,light red,0,1,1,1,2,13,11,8.8,1,,,Line incised 0.60 cm below outside rim; remnant possible punctated base,Unknown,Plate,5YR6/6,,,,-,25-01,1994,-
17256,CW,272005,,72-1,,72,,40,5YR6/6,light red,0,2,1,1,2,13,15,7.4,1,,,Grooves cut base edge,Unknown,Plate,5YR6/6,,,,-,25-01,1994,-
17256,AB,272005,,41-1,,41,,30,7.5YR5/4,brown,1,3,1,1,1,11,00,9.6,1,,,,Unknown,Jar,7.5Y5/4,,,,-,25-01,1994,-
17256,DV,272005,,10-1,,10,,,7.5YR2/0,,0,0,1,1,2,13,00,3.9,1,,,,Unknown,Pod,7.5YR2/0,,,,-,25-01,1994,-
17256,CU,272005,,73-1,,73,,40,7.5YR5/2,brown,0,1,1,1,2,13,00,8.1,1,,,Remnant basal flange,Unknown,Bowl,7.5YR5/2,,,,-,25-01,1994,-
17256,CY,272005,,78-2,,78,,45,7.5YR5/2,brown,0,2,1,1,2,13,11,7.3,1,,,Diagonal line incised on body of vessel to meet horizontal lines top and bottom,Unknown,Bowl / E,7.5YR5/2,,,,-,25-01,1994,-
17256,BL,272005,,71-1,,71,,45,7.5YR5/3,brown,0,2,1,1,2,13,13,10.3,1,,,Fingernail impressions 2.50 cm below outside rim,Unknown,Bowl,7.5YR5/3,,,,-,25-01,1994,-
17256,BW,272005,,71-1,,71,,35,7.5YR5/3,brown,1,3,1,1,1,11,00,5.7,1,,,,Unknown,Bowl,7.5YR5/3,,,,-,25-01,1994,-
17256,BF,272005,,23-1,,23,,45,7.5YR5/3,brown,2,1,1,2,2,11,00,10.9,1,,,,Unknown,Bowl / I,7.5YR5/3,,,,-,25-01,1994,-
17256,CK,272005,,23-1,,23,,45,7.5YR5/3,brown,1,3,1,1,1,13,00,7.1,1,,,,Unknown,Bowl / I,7.5YR5/3,,,,-,25-01,1994,-
17256,Q,272005,,32-1,,32,,10,7.5YR5/3,brown,0,1,1,1,2,13,00,4.6,1,,,,Unknown,Jar,7.5YR5/3,,,,-,25-01,1994,-
17256,I,272005,,33-1,,33,,10,7.5YR5/3,brown,0,2,1,1,1,13,00,4.1,1,,,,Unknown,Jar,7.5YR5/3,,,,-,25-01,1994,-
17256,CF,272005,,72-1,,72,,25,7.5YR5/3,brown,0,1,1,1,2,13,11,7.5,1,,,Lines incised 2.20 and 2.70 cm below outside rim,Unknown,Plate,7.5YR5/3,,,,-,25-01,1994,-
17256,BE,272005,,71-1,,71,,45,7.5YR5/4,brown,1,3,1,1,1,12,00,9.3,1,,,,Unknown,Bowl,7.5YR5/4,,,,-,25-01,1994,-
17256,BG,272005,,71-1,,71,,45,7.5YR5/4,brown,0,3,1,1,2,13,00,9.2,1,,,,Unknown,Bowl,7.5YR5/4,,,,-,25-01,1994,-
17256,BS,272005,,78-2,,78,,20,7.5YR5/4,brown,0,2,1,1,2,13,00,6.1,1,,,,Unknown,Bowl / E,7.5YR5/4,,,,-,25-01,1994,-
17256,AT,272005,,23-1,,23,,35,7.5YR5/4,brown,0,1,1,1,2,13,00,4.4,1,,,,Unknown,Bowl / I,7.5YR5/4,,,,-,25-01,1994,-
17256,BX,272005,,23-1,,23,,44,7.5YR5/4,brown,0,2,1,1,1,13,13,8.7,1,,,Fingernail impressions 2.40 cm below outside rim,Unknown,Bowl / I,7.5YR5/4,,,,-,25-01,1994,-
17256,P,272005,,30-1,,30,,14,7.5YR5/4,brown,0,3,1,1,1,11,13,7.1,1,,,Possible piecrust,Unknown,Jar,7.5YR5/4,,,,-,25-01,1994,-
17256,O,272005,,31-1,,31,,12,7.5YR5/4,brown,0,1,1,1,1,13,00,5.4,1,,,,Unknown,Jar,7.5YR5/4,,,,-,25-01,1994,-
17256,R,272005,,40-1,,40,,24,7.5YR5/4,brown,0,1,1,2,1,11,00,10.6,1,,,,Unknown,Jar,7.5YR5/4,,,,-,25-01,1994,-
17256,S,272005,,40-1,,40,,25,7.5YR5/4,brown,2,3,1,1,1,11,00,8.4,1,,,,Unknown,Jar,7.5YR5/4,,,,-,25-01,1994,-
17256,AG,272005,,42-1,,42,,34,7.5YR5/4,brown,1,2,1,1,2,11,00,8.7,1,,,,Unknown,Jar,7.5YR5/4,,,,-,25-01,1994,-
17256,AH,272005,,42-1,,42,,35,7.5YR5/4,brown,2,3,1,1,2,11,00,14.4,1,,,,Unknown,Jar,7.5YR5/4,,,,-,25-01,1994,-
17256,AS,272005,,72-1,,72,,40,7.5YR5/4,brown,0,0,1,1,2,13,00,9.9,1,,,,Unknown,Plate,7.5YR5/4,,,,-,25-01,1994,-
17256,DN,272005,,72-1,,72,,30,7.5YR5/4,brown,1,3,1,1,2,11,00,6.1,1,,,,Unknown,Plate,7.5YR5/4,,,,-,25-01,1994,-
17256,DO,272005,,72-1,,72,,45,7.5YR5/4,brown,1,3,1,2,1,12,11,6.7,1,,,Line incised 0.60 cm below inside rim,Unknown,Plate,7.5YR5/4,,,,-,25-01,1994,-
17256,AP,272005,,71-1,,71,,45,7.5YR5/6,strong brown,0,1,1,1,1,13,00,7.6,1,,,Hole through sherd 1.70 cm below rim,Unknown,Bowl,7.5YR5/6,,,,-,25-01,1994,-
17256,AV,272005,,71-1,,71,,40,7.5YR5/6,strong brown,0,2,1,1,2,13,00,6.6,1,,,,Unknown,Bowl,7.5YR5/6,,,,-,25-01,1994,-
17256,AZ,272005,,71-1,,71,,25,7.5YR5/6,strong brown,0,1,1,1,2,13,00,6.2,1,,,,Unknown,Bowl,7.5YR5/6,,,,-,25-01,1994,-
17256,AU,272005,,23-1,,23,,48,7.5YR5/6,strong brown,0,1,1,1,2,13,00,6.0,1,,,,Unknown,Bowl / I,7.5YR5/6,,,,-,25-01,1994,-
17256,CP,272005,,72-1,,72,,32,7.5YR6/2,pinkish red,0,1,1,1,2,13,11,10.1,1,,,Line incised 2.50 cm below outside rim,Unknown,Plate,7.5YR6/2,,,,-,25-01,1994,-
17256,CA,272005,,78-1,,78,,25,7.5YR6/3,light brown,0,2,1,1,2,13,00,6.9,1,,,,Unknown,Bowl / E,7.5YR6/3,,,,-,25-01,1994,-
17256,CO,272005,,72-1,,72,,35,7.5YR6/3,light brown,0,2,1,1,2,13,15,8.7,1,,,Grooves cut around base edge,Unknown,Plate,7.5YR6/3,,,,-,25-01,1994,-
17256,BY,272005,,72-2,,72,,24,7.5YR6/3,light brown,0,2,1,1,1,13,00,6.1,1,,,,Unknown,Plate,7.5YR6/3,,,,-,25-01,1994,-
17256,AY,272005,,71-1,,71,,20,7.5YR6/4,light brown,0,1,1,1,1,13,00,5.8,1,,,,Unknown,Bowl,7.5YR6/4,,,,-,25-01,1994,-
17256,BA,272005,,71-1,,71,,45,7.5YR6/4,light brown,0,2,1,1,1,13,00,8.0,1,,,,Unknown,Bowl,7.5YR6/4,,,,-,25-01,1994,-
17256,BB,272005,,71-1,,71,,15,7.5YR6/4,light brown,0,1,1,1,2,13,00,5.2,1,,,,Unknown,Bowl,7.5YR6/4,,,,-,25-01,1994,-
17256,AQ,272005,,78-1,,78,,20,7.5YR6/4,light brown,0,1,1,1,2,14,00,5.6,1,,,,Unknown,Bowl / E,7.5YR6/4,,,,-,25-01,1994,-
17256,BK,272005,,78-1,,78,,20,7.5YR6/4,light brown,0,1,1,1,2,13,00,6.1,1,,,,Unknown,Bowl / E,7.5YR6/4,,,,-,25-01,1994,-
17256,CI,272005,,78-1,,78,,22,7.5YR6/4,light brown,0,0,1,1,2,13,00,7.4,1,,,,Unknown,Bowl / E,7.5YR6/4,,,,-,25-01,1994,-
17256,M,272005,,31-1,,31,,12,7.5YR6/4,light brown,1,2,1,1,2,13,00,6.8,1,,,,Unknown,Jar,7.5YR6/4,,,,-,25-01,1994,-
17256,D,272005,,32-1,,32,,12,7.5YR6/4,light brown,0,2,1,1,2,13,00,6.6,1,,,,Unknown,Jar,7.5YR6/4,,,,-,25-01,1994,-
17256,G,272005,,33-2,,33,,15,7.5YR6/4,light brown,0,2,1,1,1,13,00,3.8,1,,,,Unknown,Jar,7.5YR6/4,,,,-,25-01,1994,-
17256,DA,272005,,72-1,,72,,40,7.5YR6/4,light brown,0,2,1,1,2,13,11,8.9,1,,,Line incised 2.40 cm below outside rim,Unknown,Plate,7.5YR6/4,,,,-,25-01,1994,-
17256,DK,272005,,72-1,,72,,25,7.5YR6/4,light brown,0,2,1,1,2,13,00,6.3,1,,,,Unknown,Plate,7.5YR6/4,,,,-,25-01,1994,-
17256,DM,272005,,72-1,,72,,30,7.5YR6/4,light brown,0,2,1,1,1,14,00,6.2,1,,,,Unknown,Plate,7.5YR6/4,,,,-,25-01,1994,-
17256,DP,272005,,72-1,,72,,35,7.5YR6/4,light brown,0,3,1,1,2,13,00,5.7,1,,,,Unknown,Plate,7.5YR6/4,,,,-,25-01,1994,-
17256,B,272005,,02-1,,02,,20,7.5YR6/4,light brown,0,1,1,1,2,13,13,4.3,1,,,Finger-width line impressed 1.50 cm below rim,Unknown,Vase,7.5YR6/4,,,,-,25-01,1994,-
17256,BZ,272005,,71-1,,71,,25,7.5YR6/6,reddish yellow,0,1,1,1,1,13,00,4.3,1,,,,Unknown,Bowl,7.5YR6/6,,,,-,25-01,1994,-
17256,DD,272005,,72-1,,72,,30,7.5YR6/6,reddish yellow,0,2,1,1,2,13,00,7.7,1,,,Hole through vessel 3.50 cm below rim; possible crack lacing,Unknown,Plate,7.5YR6/6,,,,-,25-01,1994,-
17256,DF,272005,,72-1,,72,,20,7.5YR7/3,pink,0,1,1,1,2,13,11,8.5,1,,,Line incised 0.60 cm below outside rim,Unknown,Plate,7.5YR7/3,,,,-,25-01,1994,-
17256,A,272005,,02-1,,02,,16,7.5YR7/4,pink,0,1,1,1,2,11,00,4.7,1,,,,Unknown,Vase,7.5YR7/4,,,,-,25-01,1994,-
17256,BN,272005,,72-1,,72,,20,7.5YR7/6,reddish yellow,0,2,1,1,2,13,00,5.1,1,,,,Unknown,Plate,7.5YR7/6,,,,-,25-01,1994,-
17256,L,272005,,30-2,,30,,10,7.5YR8/3,pink,1,1,1,1,1,12,00,4.6,1,,,,Unknown,Jar,7.5YR8/3,,,,-,25-01,1994,-
17256,AK,272005,,71-1,,,,25,7.5YR6/4,light brown,0,0,1,1,2,14,00,5.2,1,,,Painted lines around inner and outer rim,Unknown,Bowl,7.5YR6/4,,,3,-,25-01,1994,-
17256,AL,272005,,71-1,,,,40,10YR5/2,grayish brown,0,3,1,1,2,13,00,6.4,1,,,,Unknown,Bowl,10YR5/2,,,2,-,25-01,1994,-
17256,AM,272005,,71-1,,,,30,10YR5/3,brown,0,3,1,1,2,13,00,6.0,1,,,,Unknown,Bowl,10YR5/3,,,2,-,25-01,1994,-
17256,AN,272005,,71-1,,,,45,10YR4/1,dark gray,1,2,1,1,2,13,00,6.1,1,,,,Unknown,Bowl,10YR4/1,,,2,-,25-01,1994,-
17256,AX,272005,,71-1,,,,20,10YR5/2,grayish brown,0,1,1,1,2,13,00,6.4,1,,,,Unknown,Bowl,10YR5/2,,,2,-,25-01,1994,-
17256,C,272005,,02-1,,,,20,10YR3/1,very dark grey,0,1,1,1,2,13,00,2.8,1,,,1 piece from cat #17255,Unknown,Vase,10YR3/1,,,2,-,25-01,1994,-
17256,CD,272005,,72-2,,,,20,7.5YR5/3,brown,0,1,1,1,0,13,00,6.9,1,,,,Unknown,Plate,7.5YR5/3,,,2,-,25-01,1994,-
17256,CJ,272005,,23-1,,,,50,5YR6/4,light reddish brown,1,3,1,1,2,13,00,7.8,1,,,,Unknown,Bowl / I,5YR6/4,,,2,-,25-01,1994,-
17256,CM,272005,,72-1,,,,45,7.5YR6/3,light brown,0,2,1,1,2,13,00,6.6,1,,,,Unknown,Plate,7.5YR6/3,,,2,-,25-01,1994,-
17256,CN,272005,,72-1,,,,40,10YR6/4,light yellowish brown,0,1,1,1,2,12,00,8.1,1,,,,Unknown,Plate,10YR6/4,,,2,-,25-01,1994,-
17256,E,272005,,33-2,,,,15,10YR3/1,very dark grey,0,2,1,1,2,13,00,5.4,1,,,1 piece from cat #17255,Unknown,Jar,10YR3/1,,,2,-,25-01,1994,-
17258,A,272005,,72-2,,72,,40,10YR7/3,very pale brown,1,1,1,1,1,12,00,8.0,1,,,,Unknown,Plate,10YR7/3,,,,-,PH,1994,-
17306,-,272005,MPrC,72,,1302,,,10YR8/3,very pale brown,-,,-,-,-,-,Rim - flat inner surface leading to slightly bulbous downturning outer edge,-,1,,,,,Plate,2.5YR5/8,Red slip,,,BMSTR1-7,C-01,1995,1
17306,-,272005,MPrC,71,,650,,,10YR6/2,light brownish gray,-,,-,-,-,-,Rim - slightly rounded; line incised 0.86 cm below outside rim; line incised where basal flange meets body of vessel; 2 lines incised on flange 0.31 cm and 0.67 cm from the edge,-,1,,,,,Bowl,,None,,,BMSTR1-3,C-01,1995,1
17306,-,272005,MPrC/LPrC/EC,31,,240,,,2.5YR5/6,red,-,,-,-,-,-,Rim - flared; small round top; 1.87 cm rim to body of vessel,-,1,,,,,Jar,,None,,,BMSTR1-1,C-01,1995,1
17306,-,272005,MPrC/LPrC,71,,632,,,10YR6/4,light yellowish brown,-,,-,-,-,-,Rim - flared rim with round downturned top,-,1,,,,,Bowl,,None,,,BMSTR1-5,C-01,1995,1
17306,-,272005,MPrC/LPrC/EC,71,,638,,,2.5YR5/8,red,-,,-,-,-,-,Rim - small flat top rounding out on outside,-,1,,,,,Bowl,,None,,,BMSTR1-3,C-01,1995,1
17306,-,272005,LC,72,,1334A,,,7.5YR5/6,strong brown,-,,-,-,-,-,Rim - flat top with slight concave depression leading to slightly rounded downturned outer edge,-,1,,,,,Plate,,None,,,BMSTR1-8,C-01,1995,1
17306,-,272005,LC,72,,1334,,,2.5YR4/8,red,-,,-,-,-,-,Rim - concave inner surface leading to small flat top and then small slightly round downturned area on outside,-,1,,,,,Plate,,None,,,BMSTR1-8,C-01,1995,1
17306,-,272005,LC,72,,1319,PG1,,10YR4/3,brown,-,,-,-,-,-,"Rim - slightly rounded, slightly downturned towards outside top; waxy",-,1,,,,,Plate,10R5/6,Red slip,,,BMSTR1-6,C-01,1995,1
17306,-,272005,MPrC/LPrC/EC/LC,99,,,,,5YR5/6,red,-,,-,-,-,-,part of a figurine - the torso?,-,1,,,,Unknown,Body,,None,,,BMSTR1-9,C-01,1995,1
17306,-,272005,LPrC,71,,625,,,7.5YR5/4,brown,-,,-,-,-,-,Rim - slightly rounded top; waxy,-,1,,,,,Bowl,2.5YR4/8,Red slip,,,BMSTR1-4,C-01,1995,1
17306,-,272005,MPrC/LPrC,71,,622,,,7.5YR5/4,brown,-,,-,-,-,-,Rim - flat top with slight bubble on edges; outside is a flat area 0.70 cm below rim,-,1,,,,,Bowl,10YR2/1,Black slip,,,BMSTR1-4,C-01,1995,1
17306,-,272005,LPrC,71,,658,,,7.5YR4/4,brown,-,,-,-,-,-,Rim - flat top with shallow depression in it,-,1,,,,Unknown,Bowl,5YR5/4,Slight trace of reddish brown slip,,,BMSTR1-4,C-01,1995,1
17306,-,272005,MPrC/LPrC/EC /LC,32,,205,,,10YR5/4,yellowish brown,-,,-,-,-,-,Rim - flared with flat downturned edge; 1.92 cm rim to body of vessel,-,1,,,,,Jar,"Light red:  2.5YR6/8
Black:  10YR2/1",Trace of light red slip with trace of black decorative elements,,,BMSTR1-3,C-01,1995,1
17306,-,272005,MPrC/LPrC/EC,78,,1020,,,2.5YR4/6,red,-,,-,-,-,-,Rim - small round downturned lip with a line incised on top,-,1,,,,,Bowl / E,2.5YR4/8,Trace of red slip,,,BMSTR1-4,C-01,1995,1
17306,-,272005,MPrC/LPrC/EC,71,,636,,,10YR4/4,dark yellowish brown,-,,-,-,-,-,Rim - large flared lip with round edge,-,1,,,,,Bowl,2.5YR5/8,Trace of red slip,,,BMSTR1-5,C-01,1995,1
17306,-,272005,MPrC,78,,1044,,,10YR6/2,light brownish gray,-,,-,-,-,-,Rim - flat downturned rim; line incised on inside 0.54 cm below rim; line incised 0.73 cm below rim on outside,-,1,,,,,Bowl / E,2.5YR5/8,Trace of red slip,,,BMSTR1-5,C-01,1995,1
17306,-,272005,MPrC,72,,1306,PG3,,10YR4/3,brown,-,,-,-,-,-,"Rim - round, slightly downturned towards outside top; waxy",-,1,,,,,Plate,2.5Y3/1,Very dark grey,,,BMSTR1-7,C-01,1995,1
17306,-,272005,MPrC/LPrC,31,,276,,,2.5YR4/4,reddish brown,-,,-,-,-,-,Rim - slightly flared with flattened downturned towards outside top; 1.61 cm rim to body of vessel,-,1,,,,,Jar,2.5YR4/6,Very slight trace of red slip,,,BMSTR1-2,C-01,1995,1
17306,-,272005,EC/TC,72,,1363,,,5YR5/6,red,-,,-,-,-,-,Rim - flat top with shallow depression on top; round outer edge; waxy,-,1,,,,,Plate,2.5YR4/8,Red slip,,,BMSTR1-8,C-01,1995,1
17306,-,272005,LC,31,,270A,,,10YR2/1,black,-,,-,-,-,-,Rim - slightly flared; pointed top; 1.87 cm rim to body of vessel,-,1,,,,,Jar,,None,,,BMSTR1-1,C-01,1995,1
17307,-,272005,MPrC,78,,1020,,,2.5YR4/8,red,-,,-,-,-,-,"Rim - small, flat-topped downturned lip",-,1,,,,,Bowl / E,,None,,,BMSTR1-8,C-01,1995,1
17307,-,272005,MPrC/LPrC,32,,205,,,2.5YR6/4,light reddish brown,-,,-,-,-,-,Rim - Flared with flat downturned edge; 2.89 cm rim to body of vessel,-,1,,,,,Jar,5YR6/6,Trace of reddish yellow slip,,,BMSTR1-3,C-01,1995,1
17307,-,272005,MPrC/EC/LC,41,,229,,,10YR4/3,brown,-,,-,-,-,-,"Rim - straight, almost vertical sides, 2.60 cm deep, leading to flat, downturned towards outside top; 2.60 cm rim to body of vessel",-,1,,,,,Jar,2.5YR5/8,Trace of red slip,,,BMSTR1-1,C-01,1995,1
17307,-,272005,MPrC/EC,31,,276,,,10YR5/6,yellowish brown,-,,-,-,-,-,Rim - slightly flared with flattened downturned towards outside top; 1.38 cm rim to body of vessel,-,1,,,,,Jar,2.5YR5/8,Trace of red slip,,,BMSTR1-2,C-01,1995,1
17307,-,272005,MPrC,31,,240,,,10YR4/3,brown,-,,-,-,-,-,Rim - flared; small round top; 2.94 cm rim to body of vessel,-,1,,,,,Jar,5YR7/4,Trace of pink slip,,,BMSTR1-1,C-01,1995,1
17307,-,272005,"MPrC
LPrC
EC
LC",71,,604,,,10YR4/3,brown,-,,-,-,-,-,Rim - flat with shallow depression on outside beginning at 1.19 cm above where body of vessel forms rounded bowl,-,1,,,,,Bowl,5YR7/4,Slight trace of pink slip,,,BMSTR1-4,C-01,1995,1
17307,-,272005,MPrC/LPrC,22,,801,,,7.5YR6/4,light brown,-,,-,-,-,-,Rim - small round top; waxy,-,1,,,,,Bowl / I,2.5YR5/8,Red slip,,,BMSTR1-6,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC/LC,78,,1020,,,10YR3/1,very dark grey,-,,-,-,-,-,"Rim - small, flat-topped downturned lip",-,1,,,,,Bowl / E,2.5YR4/8,Red slip,,,BMSTR1-8,C-01,1995,1
17307,-,272005,MPrC/LPrC,71,,657A,,,7.5YR5/4,brown,-,,-,-,-,-,Rim - flat flare leading to rounded bulbous edge,-,1,,,,Unknown,Bowl,2.5YR4/6,Red slip,,,BMSTR1-6,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC,71,,632,,,5YR6/6,light red,-,,-,-,-,-,Rim - flared rim with round downturned top,-,1,,,,,Bowl,,None,,,BMSTR1-5,C-01,1995,1
17307,-,272005,MPrC/EC/LC,71,,625,,,10YR6/4,light yellowish brown,-,,-,-,-,-,Rim - round top; vertical straight sides,-,1,,,,,Bowl,,None,,,BMSTR1-6,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC,72,,1326,,,2.5YR5/4,reddish brown,-,,-,-,-,-,Rim - concave inner surface; pointed top with rounded downturned outer edge,-,1,,,,,Plate,,None,,,BMSTR1-7,C-01,1995,1
17307,-,272005,MPrC,31,,285,,,7.5YR4/4,brown,-,,-,-,-,-,Rim - flared; edge formed by two small flat areas meeting to form a point on outside; lined incised below rim on outside; 3.0 cm rim to body of vessel,-,1,,,,,Jar,,None,,,BMSTR1-2,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC,33,,235,JG1,,10YR3/4,dark yellowish brown,-,,-,-,-,-,"Rim - slightly flared; small round top; lines incised 0.31 cm, 1.09 cm, 1.49 cm, 2.43 cm, 3.3 cm, 3.69 cm and 3.87 cm on inside of vesel; 3.94 cm rim to body of vessel",-,1,,,,,Jar,,None,,,BMSTR1-1,C-01,1995,1
17307,-,272005,LPrC/EC,33,,269,,,5YR5/6,red,-,,-,-,-,-,"Rim - flat top, slightly downturned; 3.40 cm rim to body of vessel",-,1,,,,,Jar,,None,,,BMSTR1-2,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC,71,,654,,,10YR4/2,dark grayish brown,-,,-,-,-,-,"Rim - flat top, slightly downturned; 3.40 cm rim to body of vessel",-,1,,,,,Bowl,,None,,,BMSTR1-3,C-01,1995,1
17307,-,272005,MPrC/LPrC,78,,1033A,,,7.5YR5/6,strong brown,-,,-,-,-,-,Rim - flared bulbous rim with round edge,-,1,,,,,Bowl / E,,None,,,BMSTR1-6,C-01,1995,1
17307,-,272005,MPrC,53,,,,,5YR5/6,red,-,,-,-,-,-,Background is red with black lines of varying widths to form a design; 2 black lines also painted on flange - see notes for diagram,-,1,,,,Unknown,Base,"Red:  2.5YR4/8
Black:  10YR2/1",Red and black,,,BMSTR1-9,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC,78,,1041,,,7.5YR5/4,brown,-,,-,-,-,-,Rim - flat inner surface leads to another flat flared inner surface which continues to a small rounded outer edge,-,1,,,,,Bowl / E,,None,,,BMSTR1-5,C-01,1995,1
17307,-,272005,"MPrC
LPrC
EC
LC",71,,627,,,7.5YR5/3,brown,-,,-,-,-,-,Rim - small upturned lip with round edge; shallow depression below lip 1.40 cm from edge,-,1,,,,,Bowl,2.5Y2.5/1,Black slip,,,BMSTR1-5,C-01,1995,1
17307,-,272005,MPrC/LPrC/EC,72,,1324,,,7.5YR5/3,brown,-,,-,-,-,-,"Rim - 2 small flat areas form a shallow point on downturned towards outside edge; 5 diagonal shallow grooves, also a shallow groove in half-circle - see drawing in notes",-,1,,,,,Plate,2.5YR4/8,Red slip,,,BMSTR1-7,C-01,1995,1
17307,-,272005,LC,31,,221,,,7.5YR6/4,light brown,-,,-,-,-,-,Rim - slightly flared with small bubble top; small jar - rim 8.00 cm in diameter; 2.41 cm rim to body of vessel,-,1,,,,,Jar,2.5YR5/8,Trace of red slip,,,BMSTR1-2,C-01,1995,1
17308,-,272005,MPrC/EC,71,,646,,,5YR5/4,reddish brown,-,,-,-,-,-,Rim - small flat top; slightly bulbous; 2 finger-wide shallor depressions beginning 2.69 cm and 4.23 cm on outside of vessel,-,1,,,,,Bowl,2.5YR4/6,Red slip,,,BMSTR6-2,C-06,1995,6
17308,-,272005,MPrC/LPrC/LC,71,,655,,,2.5YR5/8,red,-,,-,-,-,-,Rim - slightly flared; small flat top; thin vessel; waxy,-,1,,,,,Bowl,2.5YR4/8,Red slip,,,BMSTR6-2,C-06,1995,6
17308,-,272005,MPrC/LPrC/LC,72,,1336,,,10YR4/3,brown,-,,-,-,-,-,Rim - flat-topped downturned lip with 2 lines incised on the top,-,1,,,,,Plate,2.5YR4/8,Red slip,,,BMSTR6-2,C-06,1995,6
17308,-,272005,MPrC/LPrC/EC/LC,31,,286,,,10YR5/4,yellowish brown,-,,-,-,-,-,Rim - flared; small flat-topped lip narrowing into thin vessel; 2.63 cm rim to body of vessel slightly bulbous on inside,-,1,,,,,Jar,2.5YR5/8,Red slip,,,BMSTR6-1,C-06,1995,6
17308,-,272005,MPrC/LPrC/EC/LC,71,,625,,,10YR7/3,very pale brown,-,,-,-,-,-,Rim - perpendicular sides leading to round top,-,1,,,,,Bowl,2.5YT4/8,Red slip,,,BMSTR6-1,C-06,1995,6
17308,-,272005,MPrC/LPrC/EC,32,,277,,,5YR6/4,light reddish brown,-,,-,-,-,-,Rim - flared rim leading to small flat-topped lip with round edge; 2.74 cm rim to body of vessel,-,1,,,,,Jar,2.5YR5/8,Slight trace of red slip,,,BMSTR6-1,C-06,1995,6
17308,-,272005,MPrC/LPrC,31,,279,,,7.5YR6/4,light brown,-,,-,-,-,-,Rim - small lip with flat top; 2.68 rim to body measurement below extent of sherd 2.68 cm,-,1,,,,,Jar,10YR2/1,Trace of black slip,,,BMSTR6-1,C-06,1995,6
17308,-,272005,MPrC,71,,610,,,5YR6/6,light red,-,,-,-,-,-,"Rim - slight flare leading to small rounded, slightly downturned lip; 2 lines incised 2.15 cm and 2.92 cm on outside below rim; possible 3rd line at 3.58 cm on outside below rim",-,1,,,,,Bowl,2.5YR5/8,Trace of red slip,,,BMSTR6-2,C-06,1995,6
17308,-,272005,MPrC/LPrC,31,,282A,,,10YR5/6,yellowish brown,-,,-,-,-,-,Rim - flared; small round top forming very small lip; 2.22 cm rim to body of vessel,-,1,,,,,Jar,,None,,,BMSTR6-1,C-06,1995,6
17309,-,272005,"MPrC
LPrC",71,,628,,,2.5YR6/8,light red,-,,-,-,-,-,Rim - flat-topped downturned lip and round edge; fine line incised 0.92 cm below inside rim; line incised 3.79 cm below rim on outside; possible second line at 4.48 cm below rim on outside; waxy,-,1,,,,,Bowl,2.5YR4/8,Red slip,,,CSTR8-3,C-08,1995,8
17309,-,272005,LPrC/LC,78,,1031A,,,5YR5/6,red,-,,-,-,-,-,Rim - small round top with small flat downturned area 0.32 cm wide below top on outside,-,1,,,,,Bowl / E,,None,,,CSTR8-1,C-08,1995,8
17309,-,272005,MPrC/LPrC,72,,1340,,,7.5YR4/3,brown,-,,-,-,-,-,Rim - small downturned lip; waxy,-,1,,,,,Plate,2.5YR4/8,Red slip,,,CSTR8-3,C-08,1995,8
