ID,Field1,Cat #,Suffix,SITE,Period,Form,FormAssessment,Shape,Group,RimDiameter,MunsellPaste,PasteColor,Pocking,HCL,TemperReg,Temper%,Firing,Surface,Design,WallThick,Freq,Weight,Volume,Comments,Assessment,CeramicForm,MunsellSlipColor,Slip,RimShape,Sherds,Page,LevelStratum,Year,Episode,Vessel
707,6776,13175,BE,28121,LC,73,1,1319,PG1,,10YR6/4,light yellowish brown,0,2,1,1,2,12,0,67,1,16.8,0.19,,,,,,,,,,,,Plates
2280,10369,14358,N,272220,LC,73,1,1308,PG2,,10YR6/3,pale brown,3,2,1,2,2,11,0,65,1,16.1,0.265,,,,,,,,,,,,Plates
514,6216,13104,AS,28121,LC,73,1,1315,PG2,36,7.5YR6/6,reddish yellow,0,0,1,1,2,11,0,78,1,8.3,0.38,,,,,,,,,,,,Plates
847,7048,13192,B,28121,LC,73,1,1315,PG2,37,7.5YR6/6,reddish yellow,0,2,1,1,2,13,0,86,1,15.9,0.58,,,,,,,,,,,,Plates
1539,8428,13455,I,28121,LC,73,1,1308,PG2,36,7.5YR6/4,light brown,0,3,1,1,1,13,0,92,1,26.8,0.12,,,,,,,,,,,,Plates
589,6376,13126,AL,28121,LC,73,1,1315,PG2,39,10YR7/4,very pale brown,0,1,1,1,2,12,0,72,1,9.1,0.54,,,,,,,,,,,,Plates
598,6523,13143,BG,28121,LC,73,1,1315,PG2,50,7.5YR7/4,pink,0,0,1,1,1,11,0,75,1,21.3,1.49,,,,,,,,,,,,Plates
777,6916,13183,P,28121,LC,73,1,1315,PG2,30,10YR6/6,brownish yellow,0,2,1,1,2,12,0,71,1,13.4,0.4,,,,,,,,,,,,Plates
747,6855,13179,D,28121,LC,73,1,325,JG3,40,7.5YR7/6,reddish yellow,0,0,1,1,2,13,0,83,1,15.5,0.36,2 pieces,,,,,,,,,,,Jars
2536,10918,16192,E,272145,LC,73,1,1315,PG2,37,10YR6/3,pale brown,0,0,1,1,2,13,0,79,1,17.3,0.77,,,,,,,,,,,,Plates
677,6711,13171,AA,28121,LC,73,1,1308,PG2,38,7.5YR6/4,light brown,0,0,1,1,1,12,0,80,1,10.6,1.1,,,,,,,,,,,,Plates
713,6783,13175,BP,28121,LC,73,1,1309,PG2,40,10YR6/4,light yellowish brown,0,2,1,1,2,13,0,82,1,16.8,0.19,,,,,,,,,,,,Plates
712,6782,13175,BO,28121,LC,73,1,1308,PG2,42,10YR6/4,light yellowish brown,0,2,1,1,2,12,0,72,1,16.8,0.19,,,,,,,,,,,,Plates
848,7049,13192,C,28121,LC,73,1,1308,PG2,42,10YR6/4,light yellowish brown,0,2,1,1,2,12,0,69,1,15.9,0.58,,,,,,,,,,,,Plates
1409,8158,13416,AU,28121,LC,73,1,1308,PG2,38,7.5YR6/6,reddish yellow,0,2,1,1,2,13,0,65,1,24.6,0.81,,,,,,,,,,,,Plates
1430,8197,13418,S,28121,LC,73,1,1315,PG2,44,7.5YR6/4,light brown,0,2,1,1,2,13,0,105,1,15.9,0.26,,,,,,,,,,,,Plates
1424,8187,13417,L,28121,LC,73,1,1310,PG2,38,7.5YR6/6,reddish yellow,0,2,1,1,2,13,0,81,1,9.6,0.89,,,,,,,,,,,,Plates
1423,8186,13417,J,28121,LC,73,1,1314,PG2,40,10YR6/6,brownish yellow,0,1,1,1,2,13,0,67,1,9.6,0.89,,,,,,,,,,,,Plates
1415,8168,13416,BF,28121,LC,73,1,1308,PG2,42,10YR6/4,light yellowish brown,0,2,1,1,2,14,0,74,1,24.6,0.81,,,,,,,,,,,,Plates
1413,8165,13416,BC,28121,LC,73,1,1308,PG2,24,7.5YR7/4,pink,0,2,1,1,1,13,0,71,1,24.6,0.81,,,,,,,,,,,,Plates
446,6075,13079,AA,28121,LC,73,1,1308,PG2,,2.5Y5/2,grayish brown,0,0,1,1,2,12,0,92,1,12.2,0.74,,,,,,,,,,,,Plates
1437,8214,13419,X,28121,LC,73,1,1319,PG1,42,10YR5/4,yellowish brown,0,3,1,1,1,14,0,77,1,15.4,1.27,,,,,,,,,,,,Plates
1410,8159,13416,AV,28121,LC,73,1,1314,PG2,44,10YR6/4,light yellowish brown,0,2,1,1,2,13,0,75,1,24.6,0.81,,,,,,,,,,,,Plates
1414,8167,13416,BE,28121,LC,73,1,1309,PG2,34,10YR7/2,light gray,0,1,1,1,2,13,0,61,1,24.6,0.81,,,,,,,,,,,,Plates
1407,8156,13416,AS,28121,LC,73,1,1315,PG2,40,7.5YR7/6,reddish yellow,0,0,1,1,2,13,0,85,1,24.6,0.81,,,,,,,,,,,,Plates
1295,7945,13371,DL,28121,LC,73,1,1308,PG2,40,10YR6/4,light yellowish brown,0,2,1,1,2,13,0,80,1,20.1,0.132,,,,,,,,,,,,Plates
1296,7948,13371,DO,28121,LC,73,1,1319,PG1,43,7.5YR6/6,reddish yellow,0,0,1,1,2,12,0,61,1,20.1,0.132,,,,,,,,,,,,Plates
5768,23612,13143,ZBC,28121,TC,73,1,1320,PG4,30,7.5YR6/4,light brown,0,0,1,1,2,13,11,62,1,21.3,1.49,,,,,,,,,,,,Plates
1332,8007,13395,AP,28121,LC,73,1,1315,PG2,,7.5YR7/6,reddish yellow,0,2,1,1,2,13,0,72,1,16.6,0.87,,,,,,,,,,,,Plates
1335,8014,13395,BJ,28121,LC,73,1,1308,PG2,33,10YR6/6,brownish yellow,0,1,1,1,2,13,0,78,1,16.6,0.87,,,,,,,,,,,,Plates
1411,8160,13416,AW,28121,LC,73,1,1308,PG2,36,7.5YR7/4,pink,0,1,1,1,1,13,0,79,1,24.6,0.81,,,,,,,,,,,,Plates
1467,8263,13422,B,28121,LC,73,1,1319,PG1,35,10YR7/6,yellow,0,1,1,1,2,13,0,78,1,13.8,1.49,,,,,,,,,,,,Plates
1412,8161,13416,AX,28121,LC,73,1,1308,PG2,36,10YR6/4,light yellowish brown,0,1,1,1,1,13,0,74,1,24.6,0.81,,,,,,,,,,,,Plates
2011,9631,14309,J,272220,LC,74,1,1308,PG2,34,10YR6/2,light brownish gray,0,0,1,1,2,11,0,74,1,16.3,0.25,,,,,,,,,,,,Plates
5575,22494,18409,BD,272025,PC,74,,1309,PG2,15,7.5YR6/8,reddish yellow,3,3,1,1,2,0,0,5.2,1,17,,,,,,,,,,,1998,,Plates
5076,19789,18377,-,272025,MPrC,74,,1319,PG1,,7.5YR6/4,light brown,,,,,,,,,1,,,,,Plate,,None,,,STRUCTURE 5-01-28,43586,1997,-,Plates
5071,19774,18349,-,272025,MPrC,74,,1313,PG4,,7.5YR5/6,strong brown,,,,,,,,,1,,,,,Plate,,None,,,STRUCTURE 5-01-26,43586,1997,-,Plates
5586,22521,18415,N,272025,PC,74,,1308,PG2,10,10YR6/6,brownish yellow,9,1,1,2,2,13,0,5.6,1,19,,"External flange, exterior ridge notch",,,,,,,,,,,Plates
5610,22612,18424,Z,272025,PC,74,,1308,PG2,20,10YR6/3,pale brown,9,1,1,2,1,13,0,7.4,1,10,,,,,,,,,,,,,Plates
5646,23102,18319,-,272025,PrC,74,,1310,PG2,,7.5YR6/3,light brown,,,,,,,,,1,,,,,Plate,2.5YR4/6,Red slip inside,,,STRUCTURE 5-03-14,43588,1996,-,Plates
2018,9644,14310,P,272220,LC,74,1,1308,PG2,36,7.5YR6/3,light brown,1,1,1,1,1,11,0,71,1,20.2,0.35,,,,,,,,,,,,Plates
5245,20636,18253,-,272005,MPrC/LPrC/EC,74,,1309,PG2,,5YR6/4,light reddish brown,,,,,,,,,1,,,,,Plate,2.5YR4/4,Possible traces of reddish brown slip inside and outside,,,DWALL-06-1,D-06,1996,-,Plates
699,6756,13174,J,28121,LC,74,1,1310,PG2,28,7.5YR5/3,brown,0,1,1,1,2,13,0,68,1,14,0.37,,,,,,,,,,,,Plates
113,4860,18415,Q,272025,,74,,1314,PG2,28,7.5YR6/6,reddish yellow,3,2,1,1,2,13,0,6.9,2,15,,possible vase,,,,,,,,,,,Plates
2002,9613,14306,T,272220,LC,74,1,1315,PG2,34,7.5YR6/4,light brown,1,2,1,1,2,11,0,60,1,12.7,0.67,,,,,,,,,,,,Plates
1994,9595,14306,AF,272220,LC,74,1,1308,PG2,36,7.5YR6/3,light brown,0,1,1,1,2,11,0,65,1,12.7,0.67,,,,,,,,,,,,Plates
5567,22460,18388,A,272025,PC,74,,1308,PG2,25,10YR6/3,pale brown,3,0,1,1,2,12,0,7.3,1,11,,well fired,,,,,,,,,1998,,Plates
26,851,16464,AX,272145,,74,2,1315,PG2,32,10YR6/2,light brownish gray,1,1,1,1,2,12,13,72,1,28.2,1.56,,,,,,,,,,,,Plates
122,4896,18424,CT,272025,,74,,1314,PG2,25,10YR6/2,light brownish gray,2,1,1,1,2,13,0,6,1,16,,medial flange on exterior,,,,,,,,,,,Plates
5583,22518,18415,B,272025,PC,74,,1315,PG2,27,10YR7/4,very pale brown,3,0,2,2,2,12,0,7.4,1,62,,External flange,,,,,,,,,,,Plates
2095,9868,14323,J,272220,LC,74,1,1308,PG2,34,10YR5/2,grayish brown,1,3,1,1,2,11,0,67,1,15.3,0.93,,,,,,,,,,,,Plates
1897,9350,14286,AS,27826,LC,74,2,1314,PG2,38,2.5Y5/2,grayish brown,0,1,1,1,2,11,0,62,1,11.3,0.44,,,,,,,,,,,,Plates
1799,9069,14260,AF,272220,LC,74,1,1310,PG2,38,7.5YR6/4,light brown,1,3,1,1,2,11,0,52,1,17.4,0.9,,,,,,,,,,,,Plates
1798,9068,14260,AE,272220,LC,74,1,1314,PG2,38,10YR6/1,gray,1,1,1,1,2,11,0,61,1,17.4,0.9,2 pieces,,,,,,,,,,,Plates
2239,10253,14343,N,272220,LC,74,1,1315,PG2,42,10YR6/2,light brownish gray,0,0,1,1,2,11,0,72,1,15,0.34,,,,,,,,,,,,Plates
5584,22519,18415,D,272025,PC,74,,1309,PG2,24,10YR7/6,yellow,2,1,1,2,2,13,0,7.2,1,38,,External flange,,,,,,,,,,,Plates
2034,9695,14317,I,272220,LC,74,1,1314,PG2,32,7.5YR6/4,light brown,0,1,1,1,2,11,0,74,1,11.9,0.385,,,,,,,,,,,,Plates
2101,9879,14324,J,272220,LC,74,1,1308,PG2,32,7.5YR6/3,light brown,0,1,1,1,2,11,0,65,1,12.2,0.84,changed 14324(?) to 14324 2/16/11 AAP,,,,,,,,,,,Plates
5124,19965,18328,-,272025,"MPrC
LPrC
LC",74,,1309,PG2,,5YR6/4,light reddish brown,,,,,,,,,1,,,,,Plate,2.5.YR4/8,Traces of red slip on outside,,,JOBO-4,1,1996,-,Plates
5582,22517,18415,F,272025,PC,74,,1314,PG2,42,10YR7/6,yellow,1,3,2,1,2,0,0,4.9,1,19,,External medial flange,,,,,,,,,,,Plates
2035,9696,14317,J,272220,LC,74,1,1315,PG2,36,7.5YR6/4,light brown,1,0,1,1,2,11,0,95,1,11.9,0.385,,,,,,,,,,,,Plates
1766,8986,14251,N,272220,LC,74,1,1314,PG2,32,5YR6/6,light red,0,0,1,1,2,11,0,67,1,11.8,0.26,,,,,,,,,,,,Plates
5294,20886,17567,-,272005,MPrC/LPrC/LC,74,,1313,PG4,,5YR6/4,light reddish brown,,,,,,,,,1,,,,,Plate,,None,,,9-SEQ9-19,"9-01, 9-15",1995,9,Plates
5259,20675,18327,-,272025,MPrC/LPrC/EC,74,,1319,PG1,,10YR6/2,light brownish gray,,,,,,,,,1,,,,,Plate,"Background:  2.5YR6/6
Trim:  red - 2.5YR4/8
black - 10YR2/1","Background:  slight trace of light red slip inside;
Trim:  red on inside, slight trace of black slip on inside",,,LT-X-23,,1996,-,Plates
5585,22520,18415,AN,272025,PC,74,,1308,PG2,14,7.5YR6/4,light brown,1,3,1,1,1,12,0,6.1,1,21,,"External flange, interior ridge",,,,,,,,,,,Plates
1981,9568,14302,Q,272220,LC,74,1,1308,PG2,38,10YR5/2,grayish brown,1,2,1,1,2,11,0,61,1,19.1,0.4,,,,,,,,,,,,Plates
1496,8337,13432,Q,28121,LC,74,1,1315,PG2,30,7.5YR5/4,brown,0,2,1,1,2,12,0,87,1,18.7,0.0001,,,,,,,,,,,,Plates
3811,14425,18370,-,272005,LC,74,,1308,PG2,,7.5YR6/4,light brown,,,,,,,,,1,,,,,Plate,2.5YR4/8,Red slip on inside and outside,,,EP25XR-24,25-01,1997,-,Plates
3767,14244,18349,-,272025,LC,74,,1307,PG1,,5YR6/4,light reddish brown,,,,,,,,,1,,,,,Plate,,None,,,STRUCTURE 5-01-27,43586,1997,-,Plates
3763,14218,18349,-,272025,LC,74,,1308,PG2,,10YR6/3,pale brown,,,,,,,,,1,,,,,Plate,2.5YR4/6,Traces of red slip inside,,,STRUCTURE 5-01-28,43586,1997,-,Plates
3757,14202,18349,-,272025,LC,74,,1307,PG1,,7.5YR6/4,light brown,,,,,,,,,1,,,,,Plate,2.5YR4/8,Red slip inside and outside,,,STRUCTURE 5-01-22,43586,1997,-,Plates
1664,8740,14222,J,272220,LC,74,2,1308,PG2,26,10YR6/3,pale brown,1,1,1,1,2,11,0,62,1,15.1,0.32,changed 14222(?) to 14222 1/15/11 AAP,,,,,,,,,,,Plates
3664,13822,18319,-,272025,LC,74,,1314,PG2,,7.5YR6/4,light brown,,,,,,,,,1,,,,,Plate,2.5YR5/8,Red slip inside and outside,,,STRUCTURE 5-03-13,43588,1996,-,Plates
757,6872,13180,AL,28121,LC,74,1,1308,PG2,36,7.5YR6/4,light brown,0,1,1,1,1,11,0,78,1,11.8,0.62,,,,,,,,,,,,Plates
2991,11946,16484,FM,272182,LC,74,1,1309,PG2,45,7.5YR6/4,light brown,1,1,1,1,1,11,0,88,1,16.1,0.78,,,,,,,,,,,,Plates
2992,11948,16484,FP,272182,LC,74,1,1311,PG3,38,7.5YR5/3,brown,0,1,1,1,2,11,0,64,1,16.1,0.78,,,,,,,,,,,,Plates
2993,11949,16484,FQ,272182,LC,74,1,1315,PG2,40,5YR6/6,light red,0,1,1,1,2,12,0,70,1,16.1,0.78,TRACE OF SLIP ON INSIDE,,,,,,,,,,,Plates
2997,11953,16484,FU,272182,LC,74,1,1310,PG2,40,7.5YR5/2,brown,0,2,1,1,1,12,0,68,1,16.1,0.78,,,,,,,,,,,,Plates
3819,14440,18370,-,272005,LC,74,,1308,PG2,,10YR6/4,light yellowish brown,,,,,,,,,1,,,,,Plate,2.5YR4/8,Trace of red slip inside and outside,,,EP25XR-24,25-01,1997,-,Plates
1497,8338,13432,R,28121,LC,74,1,1315,PG2,34,10YR6/2,light brownish gray,0,1,1,1,2,13,0,74,1,18.7,0.0001,,,,,,,,,,,,Plates
1007,7371,13271,L,28121,LC,74,1,1315,PG2,26,2.5YR5/4,reddish brown,0,3,1,1,1,14,0,69,1,21.3,0.3,,,,,,,,,,,,Plates
1121,7592,13310,N,28121,LC,74,1,1315,PG2,38,7.5YR6/4,light brown,0,3,1,1,2,13,0,91,1,19.3,0.118,,,,,,,,,,,,Plates
1489,8318,13429,T,28121,LC,74,1,1310,PG2,32,7.5YR6/4,light brown,0,1,1,1,1,13,0,60,1,7.2,1.25,,,,,,,,,,,,Plates
3003,11966,16484,GK,272182,LC,74,1,1309,PG2,35,10YR5/4,yellowish brown,0,1,1,1,2,11,0,87,1,16.1,0.78,,,,,,,,,,,,Plates
3004,11967,16484,GL,272182,LC,74,1,1308,PG2,35,10YR6/2,light brownish gray,0,2,1,1,2,11,0,86,1,16.1,0.78,,,,,,,,,,,,Plates
3006,12005,16484,IA,272182,LC,74,1,1309,PG2,25,7.5YR7/3,pink,0,1,1,1,2,11,0,80,1,16.1,0.78,,,,,,,,,,,,Plates
3061,12151,16497,AJ,272182,LC,74,1,1308,PG2,32,10YR6/3,pale brown,0,2,1,1,1,11,0,71,1,14.5,1.95,LACING HOLE?,,,,,,,,,,,Plates
3067,12175,16497,BH,272182,LC,74,1,1308,PG2,34,7.5YR6/4,light brown,1,1,1,1,2,11,0,79,1,14.5,1.95,,,,,,,,,,,,Plates
1455,8248,13420,X,28121,LC,74,1,1315,PG2,40,7.5YR6/4,light brown,0,2,1,1,2,13,0,73,1,25.4,0.6,,,,,,,,,,,,Plates
3150,12357,16499,AA,272182,LC,74,1,1309,PG2,35,10YR6/3,pale brown,0,1,1,1,2,11,0,87,1,16.3,0.05,,,,,,,,,,,,Plates
3151,12358,16499,AB,272182,LC,74,1,1309,PG2,35,10YR7/3,very pale brown,0,1,1,1,2,11,0,86,1,16.3,0.05,,,,,,,,,,,,Plates
3152,12359,16499,AD,272182,LC,74,1,1318,PG1,30,7.5YR6/6,reddish yellow,1,2,1,1,2,11,0,67,1,16.3,0.05,,,,,,,,,,,,Plates
1104,7563,13299,A,28121,LC,74,1,1315,PG2,,10YR6/6,brownish yellow,0,1,2,1,2,13,0,92,1,15.6,0.002,,,,,,,,,,,,Plates
3925,14910,18417,BB,272025,LC,74,,1308,PG2,30,10YR4/2,dark grayish brown,9,3,1,2,2,12,0,5.6,1,16,,,,,,,,,,,,,Plates
2677,11243,16358,C,272145,LC,74,2,1308,PG2,38,10YR6/2,light brownish gray,0,2,2,1,1,11,0,85,1,44.5,0.57,,,,,,,,,,,,Plates
4846,17812,19068,M,272025,LC,74,,1307,PG1,28,5YR6/6,light red,,,,,,,,,1,,,,,Plate,,,,,-,-,1999,-,Plates
794,6953,13185,W,28121,LC,74,1,1314,PG2,34,10YR6/4,light yellowish brown,0,1,1,1,2,13,0,82,1,20.6,0.36,,,,,,,,,,,,Plates
2990,11944,16484,FK,272182,LC,74,1,1311,PG3,25,7.5YR6/4,light brown,0,0,1,1,2,11,0,69,1,16.1,0.78,,,,,,,,,,,,Plates
4487,16724,18695,E,272025,LC,74,,1315,PG2,38,7.5YR5/6,strong brown,,,,,,,,,1,,,,,Plate,,,,,-,43467,1998,-,Plates
721,6798,13176,AD,28121,LC,74,1,1315,PG2,35,10YR5/2,grayish brown,0,1,1,1,1,13,0,72,1,22.7,0.63,,,,,,,,,,,,Plates
4468,16674,18678,C,272025,LC,74,,1314,PG2,34,7.5YR6/2,pinkish red,,,,,,,,,1,,,,,Plate,,,,,-,43466,1998,-,Plates
758,6874,13180,AP,28121,LC,74,1,1319,PG1,42,10YR3/1,very dark grey,0,3,1,1,1,11,0,77,1,11.8,0.62,,,,,,,,,,,,Plates
3985,15096,18501,AM,272025,LC,74,,1308,PG2,32,10YR6/6,brownish yellow,,,,,,,,,1,,,,,Plate,,,,,-,43466,1998,-,Plates
3892,14814,18415,BF,272025,LC,74,,1314,PG2,7,2.5Y6/2,light brownish gray,9,3,1,2,2,13,0,7.1,1,12,,"External flange, interior ridge notch",,,,,,,,,,,Plates
3820,14443,18370,-,272005,LC,74,,1308,PG2,,7.5YR5/6,strong brown,,,,,,,,,1,,,,,Plate,,None,,,EP25XR-23,25-01,1997,-,Plates
3891,14811,18415,C,272025,LC,74,,1308,PG2,35,10YR6/2,light brownish gray,3,2,2,2,2,13,0,7.4,1,33,,"External flange, interior ridge",,,,,,,,,,,Plates
3923,14908,18417,S,272025,LC,74,,1310,PG2,20,10YR6/1,gray,9,2,1,1,2,13,0,9,1,8,,,,,,,,,,,,,Plates
3911,14869,18415,U,272025,LC,74,,1314,PG2,19,7.5YR6/4,light brown,9,3,2,1,2,15,21,7.3,1,18,,,,,,,,,,,,,Plates
3910,14867,18415,V,272025,LC,74,,1315,PG2,29,10YR8/4,very pale brown,9,0,1,2,2,13,0,5.3,1,21,,external flange volcanic ash,,,,,,,,,,,Plates
3924,14909,18417,W,272025,LC,74,,1310,PG2,25,2.5Y5/1,gray,9,3,2,1,2,13,0,8.7,1,9,,,,,,,,,,,,,Plates
2985,11936,16484,FB,272182,LC,74,1,1315,PG2,44,2.5YR6/4,light reddish brown,0,1,1,1,2,11,0,77,1,16.1,0.78,,,,,,,,,,,,Plates
4646,17331,19033,AB,272025,LC,76,,1313,PG4,32,10YR6/6,brownish yellow,,,,,,,,,1,,,,,Plate,10 YR 5/1 | 2.5 YR 4/8,B,,,-,-,1999,-,Plates
2457,10765,16170,DL,272145,LC,77,1,1313,PG4,36,10YR6/4,light yellowish brown,0,2,1,1,2,14,24,100,1,33.3,,"Large refit, 4 pieces includimg one with foot",,,,,,,,,,,Plates
27,857,16469,V,272136,,78,2,259,JG2,34,10YR4/1,dark gray,0,3,2,3,1,11,0,107,1,18.5,0.6,,,,,,,,,,,,Jars
2631,11112,16266,C,272145,LC,78,1,239,JG1,,10YR5/3,brown,0,1,1,1,2,13,0,56,1,21.8,2.73,,,,,,,,,,,,Jars
2604,11050,16233,AL,272145,LC,78,1,207,JG1,24,10YR5/6,yellowish brown,1,2,1,1,2,11,0,84,1,17.4,0.74,,,,,,,,,,,,Jars
1371,8081,13405,J,28121,LC,78,1,1307,PG1,30,7.5YR6/4,light brown,0,1,1,1,2,11,11,74,1,25.8,0.6,or 1320,,,,,,,,,,,Plates
5756,23584,13014,L,28121,TC,78,1,1313,PG4,25,7.5YR6/4,light brown,0,1,1,1,2,12,15,57,1,23.8,0.34,,,,,,,,,,,,Plates
1373,8086,13405,Q,28121,LC,78,1,1313,PG4,34,5YR6/4,light reddish brown,0,0,1,1,2,13,15,65,1,25.8,0.6,,,,,,,,,,,,Plates
5757,23585,13016,B,28121,TC,78,1,1313,PG4,38,7.5YR6/4,light brown,0,0,1,1,2,12,11,61,1,9,0.24,,,,,,,,,,,,Plates
5760,23590,13065,N,28121,TC,78,1,1313,PG4,36,7.5YR6/4,light brown,0,0,1,1,2,12,11,57,1,15.5,0.735,,,,,,,,,,,,Plates
1688,8801,14233,L,27826,LC,78,2,239,JG1,24,7.5YR4/8,,1,0,1,2,2,11,0,57,1,12.5,0.4,,,,,,,,,,,,Jars
3159,12387,16499,Z,272182,LC,78,1,270,JG1,30,7.5YR6/4,light brown,0,0,1,1,2,11,0,72,1,16.3,0.05,5 SHERDS,,,,,,,,,,,Jars
2024,9667,14313,Q,27826,LC,78,1,1307,PG1,,2.5Y6/3,light yellowish brownish,3,1,1,2,2,11,0,65,1,14.9,0.23,,,,,,,,,,,,Plates
937,7236,13253,C,28121,LC,78,1,252,JG2,19,7.5YR4/6,strong brown,0,2,1,2,2,11,0,91,1,9.9,0.27,,,,,,,,,,,,Jars
2022,9650,14312,F,27826,LC,78,1,1313,PG4,,2.5Y7/4,pale yellow,1,0,2,1,2,13,11,80,1,17,0.05,"Deeply incised 1/2"" down on exterior rim",,,,,,,,,,,Plates
2999,11957,16484,GA,272182,LC,78,2,270,JG1,45,7.5YR6/6,reddish yellow,1,1,1,1,2,12,11,75,1,16.1,0.78,,,,,,,,,,,,Jars
380,5935,13065,AB,28121,LC,78,1,1313,PG4,40,7.5YR6/4,light brown,0,1,1,1,2,13,11,68,1,15.5,0.735,,,,,,,,,,,,Plates
386,5949,13065,T,28121,LC,78,1,1313,PG4,38,7.5YR6/4,light brown,1,1,1,1,2,12,11,61,1,15.5,0.735,,,,,,,,,,,,Plates
2773,11474,16429,C,272145,LC,78,1,259,JG2,25,10YR5/6,yellowish brown,0,1,1,1,2,12,0,89,1,19.5,1.37,Jar,,,,,,,,,,,Jars
5404,21374,14232,A,27826,PC,78,1,270,JG1,46,10YR5/3,brown,0,3,1,1,2,13,0,81,1,13.4,0.32,"RED SLIP INT AND EXT, 4 PCS",,,,,,,,,,,Jars
491,6172,13095,BA,28121,LC,78,1,246,JG3,30,10YR5/4,yellowish brown,2,0,2,2,2,12,0,127,1,21.9,0.72,,,,,,,,,,,,Jars
349,5855,13014,K,28121,LC,78,1,1313,PG4,34,10YR5/4,yellowish brown,0,1,1,1,2,11,15,84,1,23.8,0.34,,,,,,,,,,,,Plates
5844,23730,13143,BC,28121,TC,79,,1318,PG1,38,7.5YR8/6,reddish yellow,2,0,1,1,2,22,11,7.6,2,,,,,,,,,,,,,,Plates
3513,13147,16604,G,272136,LC,81,1,1310,PG2,25,10YR5/4,yellowish brown,0,2,1,2,2,12,0,95,1,14.8,0.76,PLATE,,,,,,,,,,,Plates
1275,7904,13361,AC,28121,LC,82,2,322,JG3,22,2.5Y6/4,light yellowish brownish,0,2,2,3,2,11,0,80,1,20.9,0.3,,,,,,,,,,,,Jars
1355,8045,13405,AB,28121,LC,721,,1307,PG1,38,5YR6/4,light reddish brown,0,0,1,1,2,13,11,77,1,25.8,0.6,,,,,,,,,,,,Plates
